vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
7,45120,Dealer,Diesel,Manual,25.8,1498,98.6,5,367000
2,15000,Individual,Petrol,Automatic,18.9,1197,81.86,5,535000
2,15000,Individual,Petrol,Manual,19.34,1462,103.0,7,805000
1,1000,Dealer,Petrol,Manual,15.81,1451,141.0,5,1488000
9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000
10,98000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,700000
5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
6,84000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
6,33000,Individual,Petrol,Manual,22.74,796,47.3,5,260000
5,55670,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
4,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,560000
15,148000,Individual,Diesel,Manual,16.8,1493,110.0,5,155000
5,47000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,5975000
2,18000,Dealer,Petrol,Manual,19.01,1462,103.26,7,800000
10,52420,Dealer,Diesel,Automatic,22.69,1995,190.0,5,750000
6,10000,Individual,Petrol,Manual,18.9,1197,82.0,5,350000
5,40000,Individual,Diesel,Manual,13.68,2393,147.8,8,1380000
6,50000,Individual,Diesel,Manual,15.4,2179,120.0,7,1000000
3,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,700000
12,76963,Individual,Petrol,Manual,17.5,1298,85.8,5,230000
5,52890,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2800000
5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,350000
3,25000,Individual,Diesel,Manual,27.39,1248,74.0,5,825000
3,10103,Dealer,Petrol,Manual,25.17,799,53.3,5,325000
7,24000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1675000
7,47240,Dealer,Diesel,Manual,15.1,2179,140.0,7,800000
2,30000,Individual,Petrol,Manual,23.1,998,67.04,5,400000
3,58000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1750000
8,65000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1200000
6,35213,Dealer,Diesel,Manual,22.54,1396,88.73,5,535000
6,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,356000
9,92000,Dealer,Diesel,Manual,16.0,2179,140.0,7,550000
3,34500,Dealer,CNG,Manual,21.94,1196,61.7,5,360000
4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
5,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,390000
9,51000,Dealer,Diesel,Automatic,12.55,2982,168.7,7,1245000
4,60000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1150000
10,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,180000
7,70000,Dealer,Petrol,Manual,15.0,1598,103.52,5,425000
2,50000,Individual,Petrol,Manual,19.0,1194,94.68,5,650000
9,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
12,51000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
10,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
11,100000,Individual,Petrol,Manual,13.14,1798,157.8,5,235000
10,160000,Individual,Diesel,Automatic,14.84,2143,170.0,5,700000
7,70000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
8,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000
5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,480000
4,30000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,690000
6,60000,Individual,Diesel,Manual,26.21,1248,88.5,5,670000
10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,250000
4,42000,Dealer,Diesel,Manual,15.4,2523,75.0,7,935000
2,15000,Individual,Petrol,Manual,17.0,1591,121.3,5,1030000
16,33650,Individual,Petrol,Manual,18.9,998,67.1,5,110000
6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,370000
3,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
5,58000,Dealer,CNG,Manual,26.2,998,58.2,5,275000
2,4000,Individual,Petrol,Automatic,21.21,1197,81.8,5,731000
5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
3,60000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
5,34000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000
4,42000,Individual,Petrol,Manual,20.63,1198,67.06,5,330000
3,60000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000
8,80000,Individual,Diesel,Manual,22.32,1582,126.3,5,540000
13,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,375000
5,50000,Dealer,Petrol,Automatic,10.26,2694,163.7,7,2600000
5,35200,Dealer,Petrol,Automatic,14.7,1496,120.69,5,725000
1,3700,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5,765000
5,25000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
4,64000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2625000
8,50000,Dealer,Diesel,Manual,15.1,2179,140.0,7,621000
2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
2,30000,Individual,Petrol,Manual,17.0,1197,110.0,5,1130000
1,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,670000
4,62876,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2875000
6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
6,84003,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
4,55000,Dealer,Diesel,Manual,16.55,2498,105.0,6,850000
5,42000,Dealer,CNG,Manual,33.44,796,40.3,4,260000
8,31000,Dealer,Petrol,Manual,20.92,998,67.1,5,230000
8,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
2,6000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000
2,12000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,4000000
8,65000,Dealer,Diesel,Manual,17.2,1968,138.1,5,499000
4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
7,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,535000
5,62150,Dealer,Petrol,Manual,23.26,1197,88.5,5,485000
6,47300,Dealer,Diesel,Manual,15.1,2179,140.0,7,745000
6,63000,Dealer,Diesel,Manual,25.83,1498,99.0,5,475000
7,80000,Individual,Diesel,Manual,24.0,1120,70.0,5,300000
5,20400,Dealer,Diesel,Automatic,18.0,1969,190.0,5,3650000
5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5,299000
4,52000,Dealer,Diesel,Manual,24.52,1248,88.5,7,695000
8,70000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
1,20000,Individual,Petrol,Manual,20.7,1197,81.86,5,650000
6,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,455000
13,100000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000
3,50000,Individual,Petrol,Manual,17.8,1198,86.7,5,550000
6,67000,Dealer,Diesel,Manual,22.54,1396,88.73,5,500000
8,70000,Dealer,Diesel,Manual,22.32,1582,126.3,5,365000
2,21100,Dealer,Petrol,Automatic,18.1,1199,88.7,5,775000
6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,310000
2,27594,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,5,995000
9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,190000
5,37000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1575000
2,25000,Individual,Petrol,Manual,17.5,1199,88.7,5,906000
4,35000,Individual,Diesel,Manual,23.0,1498,98.96,5,785000
10,11266,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
2,12005,Dealer,Petrol,Automatic,17.99,1462,103.2,6,1200000
8,80000,Individual,Diesel,Manual,15.96,2523,62.1,7,470000
10,119000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000
1,3500,Dealer,Petrol,Automatic,16.8,1497,113.4,5,1490000
2,11000,Dealer,Petrol,Manual,21.4,1197,83.1,5,535000
5,47612,Dealer,Diesel,Manual,21.13,1498,108.6,5,590000
5,41000,Individual,Petrol,Manual,25.17,799,53.3,5,235000
2,21000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1250000
6,120000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
2,22450,Dealer,Diesel,Automatic,20.68,1995,190.0,5,3011000
1,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,615000
5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
6,42000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000
2,14000,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000
3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,350000
4,70000,Individual,Petrol,Manual,20.51,998,67.04,5,360000
6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
3,50000,Individual,Diesel,Automatic,15.1,2179,152.87,7,1300000
10,64471,Dealer,Petrol,Manual,15.26,1598,103.5,5,285000
17,50000,Individual,Petrol,Manual,18.9,998,67.1,5,62000
3,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5,550000
4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5,527000
9,63497,Individual,Diesel,Manual,15.96,2523,62.1,7,396000
7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,384000
12,67000,Individual,Petrol,Manual,20.36,1197,78.9,5,210000
6,50000,Individual,Diesel,Manual,25.2,1248,74.0,5,500000
3,20000,Individual,Petrol,Manual,22.7,799,53.64,5,210000
9,57000,Dealer,Petrol,Manual,17.01,1591,121.3,5,425000
10,30000,Individual,Diesel,Manual,13.6,2523,63.0,7,425000
3,80000,Individual,Diesel,Automatic,28.4,1248,74.02,5,495000
5,50000,Individual,Petrol,Manual,24.7,796,47.3,5,220000
10,190000,Individual,Diesel,Manual,11.57,2179,138.1,7,218000
3,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,750000
4,60000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,715000
7,21000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1800000
1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,350000
2,25000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
11,100000,Individual,Petrol,Manual,20.92,998,67.1,5,168000
9,175000,Individual,Diesel,Automatic,11.8,2993,241.6,7,2500000
9,86500,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1400000
9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000
8,76300,Individual,Diesel,Manual,22.32,1582,126.32,5,480000
2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,400000
2,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
5,26000,Individual,Petrol,Manual,18.15,1198,82.0,6,420000
3,100000,Individual,Diesel,Manual,23.4,1248,74.0,5,531000
2,4000,Individual,Petrol,Manual,17.0,1497,121.36,5,800000
6,86000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000
9,81000,Dealer,Diesel,Manual,20.54,1598,103.6,5,465000
9,41321,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
10,46000,Individual,Diesel,Manual,13.6,2523,63.0,7,340000
12,75000,Dealer,Petrol,Manual,16.9,1497,100.0,5,340000
12,113000,Dealer,Petrol,Manual,21.79,998,67.05,5,135000
3,15000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1225000
6,16942,Dealer,Petrol,Manual,18.0,1198,86.7,5,439000
5,29484,Dealer,Petrol,Manual,18.7,1199,88.7,5,465000
6,84405,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
4,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
4,14838,Individual,Petrol,Manual,22.0,1197,81.8,5,525000
3,31318,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,885000
14,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,120000
9,120000,Individual,Diesel,Manual,12.99,2494,100.0,7,860000
5,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
9,74600,Individual,Diesel,Manual,19.3,1248,73.9,5,410000
12,80000,Individual,Diesel,Manual,13.93,2179,138.1,7,175000
6,66000,Dealer,Petrol,Manual,20.85,1197,83.14,5,400000
3,31543,Dealer,Petrol,Manual,16.8,1497,116.3,5,875000
3,80000,Individual,Diesel,Manual,13.68,2393,147.8,8,1350000
7,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,450000
6,50000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
8,28000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2650000
9,60000,Individual,Petrol,Manual,17.5,1197,85.8,5,350000
3,18000,Individual,Petrol,Manual,21.63,998,67.0,5,460000
10,35000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
4,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,990000
5,50000,Individual,Diesel,Manual,15.4,1997,120.0,7,950000
9,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,460000
9,20000,Individual,CNG,Manual,15.1,1196,73.0,5,220000
3,50000,Individual,Diesel,Manual,16.55,2498,105.0,6,900000
6,53837,Dealer,Petrol,Automatic,16.93,1197,103.2,5,575000
6,48000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1930000
8,32000,Individual,Petrol,Manual,18.6,1197,85.8,5,475000
1,1784,Dealer,Petrol,Manual,20.0,999,71.0,7,660000
10,98955,Dealer,Diesel,Automatic,13.2,1995,170.0,5,575000
8,52000,Dealer,Diesel,Manual,12.99,2494,100.0,7,625000
3,39000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1250000
5,78000,Dealer,Diesel,Manual,25.32,1198,77.0,6,425000
5,58000,Individual,Petrol,Manual,19.44,1198,67.0,7,460000
3,34500,Individual,Diesel,Automatic,18.25,1968,187.74,5,3000000
11,60000,Individual,Petrol,Manual,16.47,1198,73.9,5,200000
8,76000,Dealer,Petrol,Manual,20.92,998,67.1,5,211000
6,51000,Individual,Diesel,Manual,20.77,1248,88.76,7,600000
7,23746,Dealer,Diesel,Automatic,22.69,1995,190.0,5,1600000
10,55780,Dealer,Petrol,Manual,20.92,998,67.1,5,220000
4,100000,Individual,Diesel,Manual,15.4,1997,120.0,7,880000
9,73000,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
4,20000,Individual,Diesel,Manual,15.4,2523,75.0,7,800000
4,42000,Dealer,Diesel,Manual,27.28,1047,69.0,5,435000
14,52235,Dealer,Petrol,Manual,19.7,796,46.3,5,110000
7,56000,Dealer,Diesel,Manual,20.45,1461,83.8,5,450000
9,37000,Dealer,Petrol,Manual,20.92,998,67.1,5,250000
8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,385000
8,138000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
3,22000,Individual,CNG,Manual,21.94,1196,61.7,5,480000
6,41604,Trustmark Dealer,Petrol,Manual,18.0,1198,86.7,5,400000
4,70000,Dealer,Diesel,Manual,26.32,1498,93.87,5,650000
8,30150,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2011000
4,39884,Dealer,Diesel,Manual,23.0,1498,98.96,5,880000
4,40000,Dealer,Petrol,Manual,22.5,999,67.0,5,295000
6,27000,Individual,Diesel,Manual,16.55,2498,105.0,6,800000
12,67000,Dealer,Petrol,Manual,19.81,1086,68.05,5,150000
3,25000,Individual,Petrol,Automatic,18.1,1199,88.7,5,550000
7,50000,Individual,Diesel,Manual,13.0,2982,168.5,7,2000000
8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
7,80000,Individual,Diesel,Manual,12.05,2179,120.0,8,555000
6,58000,Dealer,Diesel,Manual,23.0,1498,98.96,5,570000
3,22000,Individual,Petrol,Manual,23.01,999,67.0,5,306000
5,62000,Dealer,Petrol,Automatic,23.1,998,67.04,5,415000
3,28000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3200000
9,41000,Dealer,Petrol,Manual,18.6,1197,85.8,5,300000
9,65000,Dealer,Diesel,Manual,20.77,1248,88.76,7,430000
5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,315000
7,55000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000
5,47000,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000
7,144000,Individual,Diesel,Manual,26.0,1498,98.6,5,410000
5,20500,Dealer,Petrol,Automatic,19.12,1373,91.1,5,795000
5,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,820000
9,32208,Dealer,Diesel,Manual,14.0,2523,75.0,8,625000
3,68000,Individual,Petrol,Manual,19.83,1198,67.0,5,370000
7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,350000
4,34000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,4100000
2,14499,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,5,535000
2,34000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1050000
5,17500,Individual,Diesel,Manual,27.28,1047,69.0,5,400000
6,39900,Dealer,CNG,Manual,15.1,1196,73.0,5,275000
16,120000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
4,40000,Dealer,Petrol,Automatic,9.5,3604,280.0,5,4875000
8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
16,40000,Individual,Petrol,Manual,19.7,796,46.3,5,121000
7,40000,Individual,Petrol,Manual,19.1,1197,85.8,5,550000
3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,510000
3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000
2,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,592000
2,4717,Dealer,Petrol,Automatic,19.0,1199,88.76,5,785000
5,30000,Individual,Petrol,Manual,20.73,1373,91.1,5,625000
7,150000,Individual,Diesel,Manual,22.7,1498,89.84,5,470000
4,90000,Individual,Diesel,Manual,28.4,1248,74.0,5,620000
7,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,570000
2,46000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1811000
5,32000,Individual,Petrol,Automatic,19.16,2487,214.5,5,2300000
3,71000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
6,61000,Dealer,Petrol,Manual,15.8,1499,110.0,5,525000
9,58000,Dealer,Petrol,Manual,16.7,1198,88.8,5,320000
5,23000,Dealer,Diesel,Manual,27.3,1498,98.6,5,525000
6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,275000
8,56000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,590000
5,33000,Dealer,Diesel,Manual,27.39,1248,74.0,5,510000
9,100000,Dealer,Diesel,Manual,15.1,2179,140.0,7,585000
10,174926,Individual,Petrol,Manual,17.92,1086,62.1,5,150000
7,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
5,70333,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
4,90000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
9,25000,Individual,Diesel,Manual,12.99,2494,100.0,8,1050000
5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,568000
2,5000,Individual,Petrol,Automatic,17.8,1496,105.5,5,1000000
3,39000,Dealer,Diesel,Manual,16.36,2179,140.0,7,1275000
6,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,475000
10,92000,Individual,Petrol,Manual,13.14,1798,157.8,5,350000
7,51000,Dealer,Diesel,Manual,20.14,1498,88.8,5,395000
9,54000,Dealer,Diesel,Automatic,19.62,1995,187.74,5,825000
4,35000,Individual,Diesel,Manual,27.28,1047,69.0,5,450000
3,24000,Dealer,Petrol,Manual,21.63,998,67.04,5,495000
8,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,500000
6,140000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000
8,387000,Individual,Diesel,Manual,12.99,2494,100.6,8,700000
4,36000,Dealer,Diesel,Manual,24.3,1248,88.5,5,710000
3,110000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000
4,1000,Individual,Petrol,Manual,23.84,1199,84.0,5,470000
3,24525,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
4,32440,Individual,Petrol,Manual,17.4,1497,117.6,5,785000
10,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,250000
3,30000,Individual,Petrol,Manual,22.5,999,67.0,5,270000
3,23268,Individual,Diesel,Manual,22.27,1498,108.6,5,914000
8,67000,Dealer,CNG,Manual,32.52,998,58.33,5,260000
6,150000,Individual,Diesel,Manual,20.45,1461,83.8,5,550000
2,25000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2225000
3,50000,Individual,Petrol,Manual,21.21,1197,81.8,5,540000
5,40000,Individual,Diesel,Manual,16.55,2498,105.0,6,620000
7,56000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1550000
10,60000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000
5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
7,110000,Individual,Diesel,Manual,25.1,1498,98.6,5,550000
2,30000,Individual,Diesel,Manual,16.36,2179,140.0,7,1270000
2,20000,Individual,Petrol,Manual,19.34,1462,103.0,7,740000
7,89000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3450000
3,15000,Individual,Petrol,Manual,23.84,1199,84.0,5,450000
4,15000,Individual,Petrol,Automatic,15.74,1591,121.3,5,750000
6,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,520000
8,73695,Trustmark Dealer,Petrol,Manual,18.6,1197,85.8,5,345000
12,100000,Individual,Petrol,Manual,19.81,1086,68.05,5,215000
11,10000,Individual,Petrol,Manual,16.2,1599,103.2,5,370000
7,14971,Trustmark Dealer,Petrol,Manual,22.74,796,47.3,5,230000
2,16000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1075000
6,50000,Individual,Diesel,Manual,15.96,2523,62.1,7,550000
3,64000,Dealer,Diesel,Manual,24.4,1499,98.96,5,550000
4,25000,Individual,Diesel,Manual,24.7,1047,69.0,5,600000
6,37006,Dealer,Diesel,Manual,26.21,1248,88.5,5,525000
7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
12,94000,Dealer,Diesel,Manual,19.3,1248,73.9,5,255000
6,93469,Dealer,Diesel,Manual,15.4,2179,120.0,7,890000
3,20000,Individual,Diesel,Manual,16.0,2179,140.0,7,1500000
5,20000,Individual,Diesel,Automatic,15.0,2143,204.0,5,3000000
8,35000,Individual,Diesel,Manual,15.96,2523,62.1,7,500000
6,38546,Dealer,Petrol,Manual,20.51,998,67.04,5,330000
4,18000,Individual,Petrol,Automatic,14.84,1598,103.2,5,850000
6,34500,Dealer,Petrol,Manual,15.6,1196,70.0,5,335000
3,43000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,610000
3,20000,Individual,Petrol,Automatic,21.4,1197,83.1,5,834000
10,100000,Individual,Diesel,Manual,20.0,1399,68.0,5,170000
3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
7,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,450000
2,25000,Individual,Petrol,Automatic,18.69,1462,103.0,7,900000
10,98000,Individual,Petrol,Manual,15.04,1598,103.6,5,360000
5,66000,Dealer,Petrol,Manual,16.0,1198,90.0,5,530000
4,30000,Individual,Diesel,Automatic,20.68,1995,188.0,5,2700000
6,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,551000
9,41315,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1050000
3,60000,Individual,Diesel,Manual,19.67,1582,126.2,5,1000000
17,80000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
6,60000,Individual,CNG,Manual,20.0,1196,63.0,5,250000
5,35000,Dealer,Petrol,Manual,21.5,1197,81.8,5,390000
7,120000,Individual,Diesel,Automatic,12.07,2967,241.4,7,2400000
13,80000,Individual,Petrol,Manual,13.9,1599,103.2,5,130000
4,100000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000
8,35400,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1385000
4,18000,Dealer,Diesel,Automatic,17.66,2993,355.37,4,6900000
5,37000,Dealer,Petrol,Manual,18.6,1197,85.8,5,495000
4,10000,Individual,Petrol,Manual,17.5,1199,88.7,5,800000
4,40000,Individual,Petrol,Manual,23.01,999,67.0,5,260000
18,120000,Individual,Petrol,Manual,19.7,796,46.3,5,65000
5,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,460000
7,100000,Individual,Diesel,Manual,21.9,1396,88.76,5,450000
14,55000,Dealer,Petrol,Manual,18.9,1061,67.0,5,105000
4,34000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1775000
5,67000,Dealer,Diesel,Manual,22.77,1498,98.59,5,525000
4,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,341000
5,20699,Dealer,Petrol,Manual,15.29,1591,121.3,5,775000
10,75000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1099000
7,89000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
4,59000,Dealer,Petrol,Automatic,14.3,1598,103.6,5,599000
7,120000,Individual,Diesel,Manual,15.4,2523,75.0,9,750000
4,68791,Dealer,Diesel,Manual,25.2,1248,74.0,5,510000
2,10300,Individual,Petrol,Manual,24.7,796,47.3,5,300000
2,25000,Individual,Diesel,Manual,25.47,1248,88.5,7,1100000
7,36000,Dealer,Petrol,Manual,17.5,1197,85.8,5,435000
10,60000,Individual,Petrol,Manual,16.0,1198,90.0,5,320000
5,25000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
4,48000,Dealer,Diesel,Automatic,16.1,1950,191.7,5,3750000
4,90000,Dealer,Petrol,Automatic,10.1,2354,152.0,5,1490000
8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,550000
6,90000,Individual,Diesel,Manual,23.9,1582,126.2,5,525000
9,96000,Individual,Diesel,Manual,22.32,1582,126.32,5,415000
6,90000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
4,41000,Dealer,Petrol,Manual,16.02,1373,93.7,7,695000
13,30000,Individual,Petrol,Manual,19.81,1086,68.05,5,160000
10,29000,Dealer,Petrol,Manual,20.36,1197,78.9,5,235000
9,59000,Individual,Petrol,Manual,18.9,998,67.1,5,300000
3,12000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000
3,45874,Dealer,CNG,Manual,26.6,998,58.16,5,357000
5,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
10,10000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
4,40000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,770000
2,25000,Individual,Petrol,Manual,17.0,1197,110.0,5,1140000
10,150000,Individual,Diesel,Manual,17.8,1248,75.0,5,200000
4,40000,Individual,Petrol,Manual,15.85,1499,110.4,5,700000
8,65000,Individual,Diesel,Manual,23.4,1248,74.0,5,480000
