model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,470000
Alto,3,22000,Individual,Petrol,Manual,24.7,796,47.3,5,304000
City,7,69000,Dealer,Diesel,Manual,26.0,1498,98.6,5,490000
Scorpio,5,155000,Individual,Diesel,Manual,15.4,1997,120.0,7,864000
XUV500,8,85000,Dealer,Diesel,Manual,16.0,2179,140.0,7,480000
Wagon R,2,3600,Dealer,Petrol,Automatic,20.52,1197,81.8,5,575000
Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000
Innova,6,143000,Dealer,Diesel,Manual,12.99,2494,100.0,7,780000
A6,3,24000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3490000
Hector,2,28000,Dealer,Diesel,Manual,17.41,1956,167.68,5,1699000
Swift,2,44000,Individual,Diesel,Manual,28.4,1248,74.0,5,800000
Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,680000
Fortuner,11,200000,Individual,Diesel,Manual,11.5,2982,171.0,7,1200000
Innova,9,187031,Dealer,Diesel,Manual,12.99,2494,100.0,8,525000
Ecosport,2,22346,Dealer,Petrol,Manual,17.0,1497,121.36,5,955000
i20,9,120000,Individual,Diesel,Manual,21.9,1396,90.0,5,350000
Vitara,1,1000,Dealer,Petrol,Manual,17.03,1462,103.26,5,800000
Alto,16,56700,Individual,Petrol,Manual,19.7,796,46.3,5,75000
XUV500,6,170000,Individual,Diesel,Manual,16.0,2179,140.0,7,825000
Marazzo,2,60000,Individual,Diesel,Manual,17.3,1497,121.0,8,1476000
Jazz,3,40000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,670000
Alto,9,28000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000
Grand,4,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,490000
Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
i10,7,40000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
Innova,2,35000,Individual,Diesel,Manual,13.68,2393,147.8,8,1500000
Figo,9,74000,Dealer,Diesel,Manual,20.0,1399,68.05,5,190000
Duster,7,46500,Individual,Diesel,Manual,20.45,1461,83.8,5,460000
Swift,2,8000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,650000
Ciaz,5,120000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
Swift,4,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,455000
Swift,7,54000,Dealer,Petrol,Manual,22.0,1197,81.8,5,365000
Swift Dzire,7,11275,Dealer,Petrol,Manual,19.1,1197,85.8,5,470000
Fortuner,3,35000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000
Swift,9,48000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
Duster,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,550000
Civic,2,23000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,1519000
Swift Dzire,3,31500,Individual,Diesel,Automatic,28.4,1248,74.02,5,740000
Amaze,8,73000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
Grand,1,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,600000
Amaze,8,208000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
i10,11,30000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
Wagon R,5,83000,Dealer,CNG,Manual,26.6,998,58.16,5,345000
Scorpio,3,60000,Individual,Diesel,Manual,15.4,2523,75.0,7,900000
XUV500,5,83000,Dealer,Diesel,Manual,16.0,1997,140.0,7,1025000
D-Max,4,58132,Dealer,Diesel,Manual,12.4,2499,134.0,5,1450000
Swift,6,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,400000
Amaze,7,45120,Dealer,Diesel,Manual,25.8,1498,98.6,5,367000
Grand,2,15000,Individual,Petrol,Automatic,18.9,1197,81.86,5,535000
Ertiga,2,15000,Individual,Petrol,Manual,19.34,1462,103.0,7,805000
Hector,1,1000,Dealer,Petrol,Manual,15.81,1451,141.0,5,1488000
i10,9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000
E-Class,10,98000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,700000
Vitara,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
Swift,6,84000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
Alto,6,33000,Individual,Petrol,Manual,22.74,796,47.3,5,260000
City,5,55670,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
Baleno,4,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,560000
Verna,15,148000,Individual,Diesel,Manual,16.8,1493,110.0,5,155000
Cayenne,5,47000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,5975000
Ertiga,2,18000,Dealer,Petrol,Manual,19.01,1462,103.26,7,800000
3,10,52420,Dealer,Diesel,Automatic,22.69,1995,190.0,5,750000
Grand,6,10000,Individual,Petrol,Manual,18.9,1197,82.0,5,350000
Innova,5,40000,Individual,Diesel,Manual,13.68,2393,147.8,8,1380000
Scorpio,6,50000,Individual,Diesel,Manual,15.4,2179,120.0,7,1000000
Ertiga,3,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,700000
Swift Dzire,12,76963,Individual,Petrol,Manual,17.5,1298,85.8,5,230000
5,5,52890,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2800000
Alto,5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,350000
Baleno,3,25000,Individual,Diesel,Manual,27.39,1248,74.0,5,825000
KWID,3,10103,Dealer,Petrol,Manual,25.17,799,53.3,5,325000
X1,7,24000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1675000
XUV500,7,47240,Dealer,Diesel,Manual,15.1,2179,140.0,7,800000
Celerio,2,30000,Individual,Petrol,Manual,23.1,998,67.04,5,400000
Innova,3,58000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1750000
A4,8,65000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1200000
i20,6,35213,Dealer,Diesel,Manual,22.54,1396,88.73,5,535000
Grand,6,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,356000
XUV500,9,92000,Dealer,Diesel,Manual,16.0,2179,140.0,7,550000
Eeco,3,34500,Dealer,CNG,Manual,21.94,1196,61.7,5,360000
Ertiga,4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
Grand,5,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,390000
Fortuner,9,51000,Dealer,Diesel,Automatic,12.55,2982,168.7,7,1245000
XUV500,4,60000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1150000
Wagon R,10,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,180000
Rapid,7,70000,Dealer,Petrol,Manual,15.0,1598,103.52,5,425000
Freestyle,2,50000,Individual,Petrol,Manual,19.0,1194,94.68,5,650000
Swift,9,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
City,12,51000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
Alto,10,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
Superb,11,100000,Individual,Petrol,Manual,13.14,1798,157.8,5,235000
C-Class,10,160000,Individual,Diesel,Automatic,14.84,2143,170.0,5,700000
Alto,7,70000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
Swift,8,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000
i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,480000
Swift Dzire,4,30000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,690000
Ciaz,6,60000,Individual,Diesel,Manual,26.21,1248,88.5,5,670000
Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,250000
Scorpio,4,42000,Dealer,Diesel,Manual,15.4,2523,75.0,7,935000
Verna,2,15000,Individual,Petrol,Manual,17.0,1591,121.3,5,1030000
Wagon R,16,33650,Individual,Petrol,Manual,18.9,998,67.1,5,110000
i20,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
Swift,6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,370000
Celerio,3,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
Wagon R,5,58000,Dealer,CNG,Manual,26.2,998,58.2,5,275000
Swift Dzire,2,4000,Individual,Petrol,Automatic,21.21,1197,81.8,5,731000
Wagon R,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
Nexon,3,60000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
Amaze,5,34000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000
GO,4,42000,Individual,Petrol,Manual,20.63,1198,67.06,5,330000
Hexa,3,60000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000
Verna,8,80000,Individual,Diesel,Manual,22.32,1582,126.3,5,540000
Bolero,13,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,375000
Fortuner,5,50000,Dealer,Petrol,Automatic,10.26,2694,163.7,7,2600000
Ecosport,5,35200,Dealer,Petrol,Automatic,14.7,1496,120.69,5,725000
i20,1,3700,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5,765000
Wagon R,5,25000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
Fortuner,4,64000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2625000
XUV500,8,50000,Dealer,Diesel,Manual,15.1,2179,140.0,7,621000
Swift Dzire,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
XUV300,2,30000,Individual,Petrol,Manual,17.0,1197,110.0,5,1130000
Swift Dzire,1,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,670000
Endeavour,4,62876,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2875000
Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
Swift Dzire,6,84003,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
Thar,4,55000,Dealer,Diesel,Manual,16.55,2498,105.0,6,850000
Alto,5,42000,Dealer,CNG,Manual,33.44,796,40.3,4,260000
Alto,8,31000,Dealer,Petrol,Manual,20.92,998,67.1,5,230000
Ecosport,8,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
Nexon,2,6000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000
Rover,2,12000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,4000000
Superb,8,65000,Dealer,Diesel,Manual,17.2,1968,138.1,5,499000
Jazz,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
i20,7,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,535000
Dzire VXI,5,62150,Dealer,Petrol,Manual,23.26,1197,88.5,5,485000
XUV500,6,47300,Dealer,Diesel,Manual,15.1,2179,140.0,7,745000
Aspire,6,63000,Dealer,Diesel,Manual,25.83,1498,99.0,5,475000
Grand,7,80000,Individual,Diesel,Manual,24.0,1120,70.0,5,300000
S90,5,20400,Dealer,Diesel,Automatic,18.0,1969,190.0,5,3650000
Alto,5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5,299000
Ertiga,4,52000,Dealer,Diesel,Manual,24.52,1248,88.5,7,695000
i20,8,70000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
Grand,1,20000,Individual,Petrol,Manual,20.7,1197,81.86,5,650000
Grand,6,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,455000
Wagon R,13,100000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000
Amaze,3,50000,Individual,Petrol,Manual,17.8,1198,86.7,5,550000
i20,6,67000,Dealer,Diesel,Manual,22.54,1396,88.73,5,500000
Verna,8,70000,Dealer,Diesel,Manual,22.32,1582,126.3,5,365000
Amaze,2,21100,Dealer,Petrol,Automatic,18.1,1199,88.7,5,775000
Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,310000
Venue,2,27594,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,5,995000
i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,190000
Innova,5,37000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1575000
WR-V,2,25000,Individual,Petrol,Manual,17.5,1199,88.7,5,906000
Ecosport,4,35000,Individual,Diesel,Manual,23.0,1498,98.96,5,785000
Alto,10,11266,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
XL6,2,12005,Dealer,Petrol,Automatic,17.99,1462,103.2,6,1200000
Bolero,8,80000,Individual,Diesel,Manual,15.96,2523,62.1,7,470000
City,10,119000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000
Seltos,1,3500,Dealer,Petrol,Automatic,16.8,1497,113.4,5,1490000
Baleno,2,11000,Dealer,Petrol,Manual,21.4,1197,83.1,5,535000
Rapid,5,47612,Dealer,Diesel,Manual,21.13,1498,108.6,5,590000
KWID,5,41000,Individual,Petrol,Manual,25.17,799,53.3,5,235000
Creta,2,21000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1250000
Wagon R,6,120000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
X1,2,22450,Dealer,Diesel,Automatic,20.68,1995,190.0,5,3011000
Swift,1,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,615000
KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
XUV500,6,42000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000
Swift Dzire,2,14000,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000
KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,350000
Wagon R,4,70000,Individual,Petrol,Manual,20.51,998,67.04,5,360000
City,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
XUV500,3,50000,Individual,Diesel,Automatic,15.1,2179,152.87,7,1300000
Polo,10,64471,Dealer,Petrol,Manual,15.26,1598,103.5,5,285000
Wagon R,17,50000,Individual,Petrol,Manual,18.9,998,67.1,5,62000
Ignis,3,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5,550000
Amaze,4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5,527000
Bolero,9,63497,Individual,Diesel,Manual,15.96,2523,62.1,7,396000
Swift Dzire,7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,384000
i10,12,67000,Individual,Petrol,Manual,20.36,1197,78.9,5,210000
Swift,6,50000,Individual,Diesel,Manual,25.2,1248,74.0,5,500000
RediGO,3,20000,Individual,Petrol,Manual,22.7,799,53.64,5,210000
Verna,9,57000,Dealer,Petrol,Manual,17.01,1591,121.3,5,425000
Bolero,10,30000,Individual,Diesel,Manual,13.6,2523,63.0,7,425000
Swift Dzire,3,80000,Individual,Diesel,Automatic,28.4,1248,74.02,5,495000
Alto,5,50000,Individual,Petrol,Manual,24.7,796,47.3,5,220000
Safari,10,190000,Individual,Diesel,Manual,11.57,2179,138.1,7,218000
Bolero,3,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,750000
Ciaz,4,60000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,715000
A6,7,21000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1800000
Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,350000
KWID,2,25000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
Alto,11,100000,Individual,Petrol,Manual,20.92,998,67.1,5,168000
Rover,9,175000,Individual,Diesel,Automatic,11.8,2993,241.6,7,2500000
E-Class,9,86500,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1400000
Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000
Verna,8,76300,Individual,Diesel,Manual,22.32,1582,126.32,5,480000
KWID,2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,400000
Grand,2,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
KUV,5,26000,Individual,Petrol,Manual,18.15,1198,82.0,6,420000
Swift Dzire,3,100000,Individual,Diesel,Manual,23.4,1248,74.0,5,531000
Ecosport,2,4000,Individual,Petrol,Manual,17.0,1497,121.36,5,800000
Swift Dzire,6,86000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000
Vento,9,81000,Dealer,Diesel,Manual,20.54,1598,103.6,5,465000
Alto,9,41321,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
Bolero,10,46000,Individual,Diesel,Manual,13.6,2523,63.0,7,340000
City,12,75000,Dealer,Petrol,Manual,16.9,1497,100.0,5,340000
Wagon R,12,113000,Dealer,Petrol,Manual,21.79,998,67.05,5,135000
Verna,3,15000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1225000
Amaze,6,16942,Dealer,Petrol,Manual,18.0,1198,86.7,5,439000
Jazz,5,29484,Dealer,Petrol,Manual,18.7,1199,88.7,5,465000
Swift Dzire,6,84405,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
Swift Dzire,4,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
Swift,4,14838,Individual,Petrol,Manual,22.0,1197,81.8,5,525000
City,3,31318,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,885000
Wagon R,14,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,120000
Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.0,7,860000
Vitara,5,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
Swift Dzire,9,74600,Individual,Diesel,Manual,19.3,1248,73.9,5,410000
Safari,12,80000,Individual,Diesel,Manual,13.93,2179,138.1,7,175000
Swift Dzire,6,66000,Dealer,Petrol,Manual,20.85,1197,83.14,5,400000
City,3,31543,Dealer,Petrol,Manual,16.8,1497,116.3,5,875000
Innova,3,80000,Individual,Diesel,Manual,13.68,2393,147.8,8,1350000
Swift,7,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,450000
City,6,50000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
Q7,8,28000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2650000
Swift Dzire,9,60000,Individual,Petrol,Manual,17.5,1197,85.8,5,350000
Celerio,3,18000,Individual,Petrol,Manual,21.63,998,67.0,5,460000
Alto,10,35000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
Creta,4,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,990000
Scorpio,5,50000,Individual,Diesel,Manual,15.4,1997,120.0,7,950000
Bolero,9,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,460000
Eeco,9,20000,Individual,CNG,Manual,15.1,1196,73.0,5,220000
Thar,3,50000,Individual,Diesel,Manual,16.55,2498,105.0,6,900000
Vento,6,53837,Dealer,Petrol,Automatic,16.93,1197,103.2,5,575000
Fortuner,6,48000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1930000
Swift,8,32000,Individual,Petrol,Manual,18.6,1197,85.8,5,475000
Triber,1,1784,Dealer,Petrol,Manual,20.0,999,71.0,7,660000
3,10,98955,Dealer,Diesel,Automatic,13.2,1995,170.0,5,575000
Innova,8,52000,Dealer,Diesel,Manual,12.99,2494,100.0,7,625000
Creta,3,39000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1250000
KUV,5,78000,Dealer,Diesel,Manual,25.32,1198,77.0,6,425000
GO,5,58000,Individual,Petrol,Manual,19.44,1198,67.0,7,460000
A4,3,34500,Individual,Diesel,Automatic,18.25,1968,187.74,5,3000000
Polo,11,60000,Individual,Petrol,Manual,16.47,1198,73.9,5,200000
Alto,8,76000,Dealer,Petrol,Manual,20.92,998,67.1,5,211000
Ertiga,6,51000,Individual,Diesel,Manual,20.77,1248,88.76,7,600000
3,7,23746,Dealer,Diesel,Automatic,22.69,1995,190.0,5,1600000
Alto,10,55780,Dealer,Petrol,Manual,20.92,998,67.1,5,220000
Scorpio,4,100000,Individual,Diesel,Manual,15.4,1997,120.0,7,880000
i10,9,73000,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
Scorpio,4,20000,Individual,Diesel,Manual,15.4,2523,75.0,7,800000
Tiago,4,42000,Dealer,Diesel,Manual,27.28,1047,69.0,5,435000
Alto,14,52235,Dealer,Petrol,Manual,19.7,796,46.3,5,110000
Duster,7,56000,Dealer,Diesel,Manual,20.45,1461,83.8,5,450000
Alto,9,37000,Dealer,Petrol,Manual,20.92,998,67.1,5,250000
Swift Dzire,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,385000
Swift Dzire,8,138000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
Eeco,3,22000,Individual,CNG,Manual,21.94,1196,61.7,5,480000
Amaze,6,41604,Trustmark Dealer,Petrol,Manual,18.0,1198,86.7,5,400000
Ciaz,4,70000,Dealer,Diesel,Manual,26.32,1498,93.87,5,650000
XF,8,30150,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2011000
Ecosport,4,39884,Dealer,Diesel,Manual,23.0,1498,98.96,5,880000
RediGO,4,40000,Dealer,Petrol,Manual,22.5,999,67.0,5,295000
Thar,6,27000,Individual,Diesel,Manual,16.55,2498,105.0,6,800000
i10,12,67000,Dealer,Petrol,Manual,19.81,1086,68.05,5,150000
Amaze,3,25000,Individual,Petrol,Automatic,18.1,1199,88.7,5,550000
Fortuner,7,50000,Individual,Diesel,Manual,13.0,2982,168.5,7,2000000
Amaze,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
Scorpio,7,80000,Individual,Diesel,Manual,12.05,2179,120.0,8,555000
Ecosport,6,58000,Dealer,Diesel,Manual,23.0,1498,98.96,5,570000
KWID,3,22000,Individual,Petrol,Manual,23.01,999,67.0,5,306000
Celerio,5,62000,Dealer,Petrol,Automatic,23.1,998,67.04,5,415000
Fortuner,3,28000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3200000
Swift,9,41000,Dealer,Petrol,Manual,18.6,1197,85.8,5,300000
Ertiga,9,65000,Dealer,Diesel,Manual,20.77,1248,88.76,7,430000
Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,315000
City,7,55000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000
Swift Dzire,5,47000,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000
City,7,144000,Individual,Diesel,Manual,26.0,1498,98.6,5,410000
Ciaz,5,20500,Dealer,Petrol,Automatic,19.12,1373,91.1,5,795000
i20,5,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,820000
Scorpio,9,32208,Dealer,Diesel,Manual,14.0,2523,75.0,8,625000
GO,3,68000,Individual,Petrol,Manual,19.83,1198,67.0,5,370000
Swift,7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,350000
ES,4,34000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,4100000
Swift,2,14499,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,5,535000
Venue,2,34000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1050000
Tiago,5,17500,Individual,Diesel,Manual,27.28,1047,69.0,5,400000
Eeco,6,39900,Dealer,CNG,Manual,15.1,1196,73.0,5,275000
Alto,16,120000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
Wrangler,4,40000,Dealer,Petrol,Automatic,9.5,3604,280.0,5,4875000
Swift Dzire,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
Alto,16,40000,Individual,Petrol,Manual,19.7,796,46.3,5,121000
Swift Dzire,7,40000,Individual,Petrol,Manual,19.1,1197,85.8,5,550000
Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,510000
Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000
Swift,2,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,592000
Amaze,2,4717,Dealer,Petrol,Automatic,19.0,1199,88.76,5,785000
Ciaz,5,30000,Individual,Petrol,Manual,20.73,1373,91.1,5,625000
Ecosport,7,150000,Individual,Diesel,Manual,22.7,1498,89.84,5,470000
Swift,4,90000,Individual,Diesel,Manual,28.4,1248,74.0,5,620000
City,7,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,570000
Innova,2,46000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1811000
Camry,5,32000,Individual,Petrol,Automatic,19.16,2487,214.5,5,2300000
Creta,3,71000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
Ecosport,6,61000,Dealer,Petrol,Manual,15.8,1499,110.0,5,525000
Jazz,9,58000,Dealer,Petrol,Manual,16.7,1198,88.8,5,320000
Jazz,5,23000,Dealer,Diesel,Manual,27.3,1498,98.6,5,525000
Alto,6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,275000
Elantra,8,56000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,590000
Baleno,5,33000,Dealer,Diesel,Manual,27.39,1248,74.0,5,510000
XUV500,9,100000,Dealer,Diesel,Manual,15.1,2179,140.0,7,585000
Santro,10,174926,Individual,Petrol,Manual,17.92,1086,62.1,5,150000
Swift Dzire,7,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
City,5,70333,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
i20,4,90000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
Innova,9,25000,Individual,Diesel,Manual,12.99,2494,100.0,8,1050000
Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,568000
Yaris,2,5000,Individual,Petrol,Automatic,17.8,1496,105.5,5,1000000
Scorpio,3,39000,Dealer,Diesel,Manual,16.36,2179,140.0,7,1275000
i20,6,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,475000
Superb,10,92000,Individual,Petrol,Manual,13.14,1798,157.8,5,350000
Polo,7,51000,Dealer,Diesel,Manual,20.14,1498,88.8,5,395000
3,9,54000,Dealer,Diesel,Automatic,19.62,1995,187.74,5,825000
Tiago,4,35000,Individual,Diesel,Manual,27.28,1047,69.0,5,450000
Celerio,3,24000,Dealer,Petrol,Manual,21.63,998,67.04,5,495000
Duster,8,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,500000
Scorpio,6,140000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000
Innova,8,387000,Individual,Diesel,Manual,12.99,2494,100.6,8,700000
Vitara,4,36000,Dealer,Diesel,Manual,24.3,1248,88.5,5,710000
Tiago,3,110000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000
Tiago,4,1000,Individual,Petrol,Manual,23.84,1199,84.0,5,470000
Vitara,3,24525,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
City,4,32440,Individual,Petrol,Manual,17.4,1497,117.6,5,785000
i10,10,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,250000
RediGO,3,30000,Individual,Petrol,Manual,22.5,999,67.0,5,270000
Vento,3,23268,Individual,Diesel,Manual,22.27,1498,108.6,5,914000
Wagon R,8,67000,Dealer,CNG,Manual,32.52,998,58.33,5,260000
Duster,6,150000,Individual,Diesel,Manual,20.45,1461,83.8,5,550000
Innova,2,25000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2225000
Swift,3,50000,Individual,Petrol,Manual,21.21,1197,81.8,5,540000
Thar,5,40000,Individual,Diesel,Manual,16.55,2498,105.0,6,620000
A4,7,56000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1550000
City,10,60000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000
Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
City,7,110000,Individual,Diesel,Manual,25.1,1498,98.6,5,550000
Scorpio,2,30000,Individual,Diesel,Manual,16.36,2179,140.0,7,1270000
Ertiga,2,20000,Individual,Petrol,Manual,19.34,1462,103.0,7,740000
GL-Class,7,89000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3450000
Tiago,3,15000,Individual,Petrol,Manual,23.84,1199,84.0,5,450000
